FECHA,TIPO DE MOVIMIENTO,PROYECTO,DESCRIPCION,CATEGORIA/DETALLE,DETALLE,IMPORTE CONTABLE,CUENTA JUAN CARLOS,PAYO SANTIAGO,BANCOLOMBIA,HOTMART JSD,PAYO JSD,PAYO FRAN,JERWIN PERÚ,BINANCE,
1 de septiembre de 2025,,GERSSON L8,Ventas al 31 de agosto,Ingresos por Proyecto,Hotmart,,,,,,-$ 20.0,,,,
1 de septiembre de 2025,,GERSSON L8,Cargo de tarjeta ManyChat,Suscripciones,ManyChat,,,,,,-$ 89.0,,,,
1 de septiembre de 2025,,AGENCIA X,Cargo de tarjeta StreamYard,Suscripciones,StreamYard,,,,,,-$ 9.8,,,,
1 de septiembre de 2025,,GERSSON L8,Cargo de tarjeta Hotmart,Gastos de la Agencia,Pago a Hotmart,,,,,,-$ 28.2,,,,
1 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta Devzapp,Software,Devzapp,,,,,,-$ 60.0,,,,
1 de septiembre de 2025,,AGENCIA X,Cargo de tarjeta Facebook,Marketing,Facebook Ads,,,,,,"-$ 2,858.0 ",,,,
1 de septiembre de 2025,,VCAPITAL L1,Pago de nómina agosto,Nómina,Pagos a Equipo,,,,,,-$ 268.0,,,,
2 de septiembre de 2025,,INFOPRODUCTOS X,Pago de deuda Vcapital,Cuentas por Pagar,Deuda Hernan JSD,,,,,,-$ 60.0,,,,
2 de septiembre de 2025,,ADRIANA,Cargo de tarjeta Facebook,Marketing,Facebook Ads,,,,,,-$ 28.2,,,,
3 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta Devzapp,Software,Devzapp,,,,,,-$ 60.0,,,,
3 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta Facebook,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
3 de septiembre de 2025,,AGENCIA X,Cargo de tarjeta Facebook,Marketing,Facebook Ads,,,,,,-$ 20.0,,,,
4 de septiembre de 2025,,INFOPRODUCTOS X,Suscripción Claude.ai,Suscripciones,Claude,,,,,,-$ 60.0,,,,
4 de septiembre de 2025,,AGENCIA X,Cargo de tarjeta para Bolt,Software,Bolt,,,,,,-$ 20.0,,,,
4 de septiembre de 2025,,AGENCIA X,Cargo de tarjeta para Capcut,Suscripciones,Capcut,,,,,,-$ 10.0,,,,
4 de septiembre de 2025,,AGENCIA X,Cargo de tarjeta para Google One,Suscripciones,Google One,,,,,,-$ 28.8,,,,
6 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
6 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
6 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
6 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
6 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
6 de septiembre de 2025,,GERSSON L8,Cargo de tarjeta para Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 14.2,,,,
7 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
7 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
7 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
7 de septiembre de 2025,,AGENCIA X,Cargo de tarjeta para Cursor,Suscripciones,Cursor,,,,,,-$ 13.1,,,,
7 de septiembre de 2025,,GERSSON L8,Cargo de tarjeta para Flodesk,Suscripciones,Flodesk,,,,,,-$ 38.0,,,,
7 de septiembre de 2025,,GERSSON L8,Cargo de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 268.4,,,,
8 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
8 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
8 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
8 de septiembre de 2025,,AGENCIA X,Cargo de tarjeta para Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 15.0,,,,
8 de septiembre de 2025,,AGENCIA X,Cargo de tarjeta para Scalaby Media,Gastos de la Agencia,Scalaby Media Llc,,,,,,-$ 97.0,,,,
8 de septiembre de 2025,,AGENCIA X,Cargo de tarjeta para Scalaby Media,Gastos de la Agencia,Scalaby Media Llc,,,,,,-$ 54.0,,,,
9 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
9 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
9 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
9 de septiembre de 2025,,GERSSON L8,Cargo de tarjeta para Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 63.0,,,,
10 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
10 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
11 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
11 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
12 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
13 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
13 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
13 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
13 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
13 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
13 de septiembre de 2025,,GERSSON L8,Cargo de tarjeta para Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 18.5,,,,
13 de septiembre de 2025,,ARZA UÑAS L4,Cargo de tarjeta para Flodesk,Suscripciones,Flodesk,,,,,,-$ 38.0,,,,
14 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
14 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
15 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
16 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
16 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
17 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
17 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
17 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 2.2,,,,
17 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
18 de septiembre de 2025,,INFOPRODUCTOS X,Cargo de tarjeta para Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 60.0,,,,
18 de septiembre de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *86TCZWLW22),GASTOS PUBLICITARIOS,GASTOS PUBLICITARIOS,,,,,,-$ 60.0,,,,
18 de septiembre de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *THRH4YQW22),GASTOS PUBLICITARIOS,GASTOS PUBLICITARIOS,,,,,,-$ 60.0,,,,
18 de septiembre de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *DGNQ3YQW22),GASTOS PUBLICITARIOS,GASTOS PUBLICITARIOS,,,,,,-$ 60.0,,,,
18 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
18 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
18 de septiembre de 2025,,GERSSON L8,Costo de suscripción a ChatGPT.,Suscripciones,ChatGPT,,,,,,-$ 20.0,,,,
19 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
19 de septiembre de 2025,,HOTMART,Retiro de fondos de Hotmart.,Retiros,Hotmart,,,,,"-$ 56,997.0 "," $ 56,997.0 ",,,,
19 de septiembre de 2025,,GERSSON L8,Costo de software Heygen.,Software,Heygen,,,,,,-$ 29.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 9.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 8.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 7.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 6.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 5.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 4.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 3.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
20 de septiembre de 2025,,GERSSON L8,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 499.4,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 2.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
20 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
20 de septiembre de 2025,,GERSSON L8,Costo de servicio de hosting Hostinger.,Servicios de Hosting,Hostinger,,,,,,-$ 13.5,,,,
21 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
21 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 14.0,,,,
21 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
21 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 12.0,,,,
21 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
21 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 11.0,,,,
21 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
21 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 10.0,,,,
22 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 18.0,,,,
22 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
22 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
22 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 16.0,,,,
22 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
22 de septiembre de 2025,,AGENCIA X,Costo de suscripción a Cursor.,Suscripciones,Cursor,,,,,,-$ 80.6,,,,
23 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
23 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
23 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
23 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 20.0,,,,
23 de septiembre de 2025,,INFOPRODUCTOS X,Costo de software Greatpages.,Software,Greatpages,,,,,,-$ 60.0,,,,
23 de septiembre de 2025,,INFOPRODUCTOS X,Costo de software PandaVideo.,Software,PandaVideo,,,,,,-$ 60.0,,,,
23 de septiembre de 2025,,AGENCIA X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 52.5,,,,
23 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 14.9,,,,
24 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
25 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
25 de septiembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
25 de septiembre de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *MGSWWX4W22),GASTOS PUBLICITARIOS,GASTOS PUBLICITARIOS,,,,,,-$ 60.0,,,,
25 de septiembre de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *ZSM9LYQW22),GASTOS PUBLICITARIOS,GASTOS PUBLICITARIOS,,,,,,-$ 60.0,,,,
25 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
25 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
25 de septiembre de 2025,,AGENCIA X,Carga de tarjeta para Cursor AI,Software,Cursor,,,,,,-$ 20.0,,,,
25 de septiembre de 2025,,PRESTAMOS SANTIAGO,Pago de préstamo no identificado,GASTO NO IDENTIFICADO,GASTO NO IDENTIFICADO,,,,,,-$ 21.5,,,,
26 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
26 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
26 de septiembre de 2025,,HOTMART,Pago recibido de Hotmart,Retiros,Hotmart,,,,,"-$ 5,606.0 "," $ 5,606.9 ",,,,
27 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
27 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
27 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
27 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
27 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
27 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
27 de septiembre de 2025,,AGENCIA X,Pago de plataforma de copy,Suscripciones,ChatGPT,,,,,,-$ 684.0,,,,
28 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
28 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
28 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
28 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
28 de septiembre de 2025,,GERSSON L9,Carga de tarjeta para Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 21.2,,,,
28 de septiembre de 2025,,AGENCIA X,Carga de tarjeta para Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 13.5,,,,
29 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
29 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
29 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
29 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
30 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
30 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
30 de septiembre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
30 de septiembre de 2025,,ADRIANA,Ventas de septiembre,Ingresos por Proyecto,Hotmart,," $ 8,984.0 ",,,,,,,,
30 de septiembre de 2025,,GERSSON L8,Ventas desde julio a septiembre,Ingresos por Proyecto,Hotmart,," $ 6,771.0 ",,," $ 64,389.0 ",,,,,
30 de septiembre de 2025,,INFOPRODUCTOS X,Ventas de septiembre,Ingresos por Proyecto,Hotmart,,,,," $ 6,965.0 ",,,,,
1 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
1 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
1 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
1 de octubre de 2025,,AGENCIA X,Pago de Google Workspace,Servicios de Hosting,Google Workspace,,,,,,-$ 13.0,,,,
2 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
2 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
2 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
3 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
3 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
3 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
3 de octubre de 2025,,AGENCIA X,Pago de EBANX,Gastos de la Agencia,Gastos de la Agencia,,,,,,-$ 3.6,,,,
3 de octubre de 2025,,AGENCIA X,Pago a Bancolombia,Gastos de la Agencia,Pago a Bancolombia,,,,,,"-$ 3,091.8 ",,,,
4 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
4 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
4 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
4 de octubre de 2025,,AGENCIA X,Suscripción de Claude AI,Suscripciones,Claude,,,,,,-$ 20.0,,,,
4 de octubre de 2025,,GERSSON L9,Pago de Hotmart PTP,Retiros / Hotmart,Hotmart,,,,,,-$ 99.0,,,,
5 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
5 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
5 de octubre de 2025,,GERSSON L9,Carga de tarjeta para Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 14.6,,,,
6 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
6 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
6 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
6 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
7 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
7 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
7 de octubre de 2025,,AGENCIA X,Carga de tarjeta para uso de Cursor,Suscripciones,Cursor,,,,,,-$ 19.3,,,,
8 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
8 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
8 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
8 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
8 de octubre de 2025,,AGENCIA X,Carga de tarjeta para Google One,Suscripciones,Google One,,,,,,-$ 30.1,,,,
8 de octubre de 2025,,AGENCIA X,Carga de tarjeta para CapCut,Suscripciones,CapCut,,,,,,-$ 16.3,,,,
9 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
9 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
9 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
